,BeverageCategory,Beverage,Food,Rating
1847,White Wine,Riesling,Chicken,4.0
1848,White Wine,Chenin Blanc,Barbecued Chicken with Barbacue Sauce,4.0
1849,White Wine,Chardonnay,Barbecued Chicken with Barbacue Sauce,4.0
1850,White Wine,Riesling,Barbecued Chicken with Barbacue Sauce,4.0
1851,Red Wine,Syrah,Barbecued Chicken with Barbacue Sauce,4.0
1852,Red Wine,Shiraz,Barbecued Chicken with Barbacue Sauce,4.0
1853,Red Wine,Chianti Classico DOCG,Chicken Cacciatore,4.0
1854,Red Wine,Beaujolais,Cold Chicken,4.0
1855,Rosé,Rosé,Cold Beef,4.0
1856,Red Wine,Beaujolais,Coq Au Vin,4.0
1857,Red Wine,Pinot Noir,Coq Au Vin,4.0
1858,White Wine,"Chardonnay, Unoaked",Chicken in a Cream Sauce,4.0
1859,White Wine,Chardonnay,Chicken with Curry Sauce,4.0
1860,Beer,Lager,Fried Chicken,4.0
1861,Sparkling Wine,Sparkling Wine,Fried Chicken,4.0
1862,White Wine,Riesling,Chicken with Fruit Sauce,4.0
1863,Red Wine,Pinot Noir,Garlic Chicken,4.0
1864,Red Wine,Beaujolais,Grilled Chicken,4.0
1865,White Wine,Chardonnay,Grilled Chicken,4.0
1866,White Wine,Sauvignon Blanc,Grilled Chicken,4.0
1867,Red Wine,Shiraz,Grilled Chicken,4.0
1868,Red Wine,Syrah,Grilled Chicken,4.0
1869,Red Wine,Zinfandel,Grilled Chicken,4.0
1870,White Wine,Sauvignon Blanc,Herbed Chicken,4.0
1871,Beer,Gose,Omelette,4.0
1872,Sparkling Wine,Sparkling Wine,Jerked Chicken,4.0
1873,White Wine,Chardonnay,Chicken Kiev,4.0
1874,Sparkling Wine,"Champagne, Rosé ",Chicken with Lemon or Lime,4.0
1875,White Wine,Chardonnay,Chicken with Lemon or Lime,4.0
1876,White Wine,Riesling,Chicken with Lemon or Lime,4.0
1877,White Wine,Sauvignon Blanc,Chicken with Lemon or Lime,4.0
1878,White Wine,Chardonnay,Chicken with Mustard,4.0
1879,Red Wine,Cabernet Sauvignon,Chicken with Paprika,4.0
1880,Red Wine,Beaujolais,Chicken Pot Pie,4.0
1881,Red Wine,Barbera DOC,Roasted Chicken,4.0
1882,Red Wine,Beaujolais,Roasted Chicken,4.0
1883,White Wine,"Burgundy, White",Roasted Chicken,4.0
1884,Red Wine,Chianti Classico DOCG,Roasted Chicken,4.0
1885,Red Wine,"Côtes du Rhône, Red",Roasted Chicken,4.0
1886,Rosé,"Crozes Hermitage, Red",Roasted Chicken,4.0
1887,Red Wine,Dolcetto (DOC),Roasted Chicken,4.0
1888,Red Wine,Merlot,Roasted Chicken,4.0
1889,Red Wine,Shiraz,Roasted Chicken,4.0
1890,Red Wine,Syrah,Roasted Chicken,4.0
1891,White Wine,Sauvignon Blanc,Roasted Chicken with Garlic and/or Herbs,4.0
1892,Red Wine,Chianti DOCG,Sautéed Chicken with Tomato Sauce,4.0
1893,Red Wine,Montepulciano,Sautéed Chicken with Tomato Sauce,4.0
1894,White Wine,Riesling,Sweet and Sour Chicken,4.0
1895,Red Wine,Shiraz,Tandoori Chicken,4.0
1896,Red Wine,Zinfandel,Tandoori Chicken,4.0
1897,Beer,Wheat Beer,Chicken Tikka Masala,4.0
1898,Red Wine,Cabernet Sauvignon,Chicken Tikka Masala,4.0
1899,Red Wine,"Côtes du Rhône, Red",Chicken Tikka Masala,4.0
1900,White Wine,Sauvignon Blanc,Chicken Tikka Masala,4.0
1901,Red Wine,Shiraz,Chicken Tikka Masala,4.0
1902,Sparkling Wine,Sparkling Wine,Chicken Tikka Masala,4.0
1903,Red Wine,Zinfandel,Chicken Tikka Masala,4.0
1904,White Wine,Sauvignon Blanc,Chicken,4.0
1905,White Wine,Pinot Gris,Appenzeller Cheese,4.0
1906,White Wine,Gewürztraminer,Chiles,4.0
1907,Red Wine,Brunello di Montalcino (DOCG),Pasta with Wild Boar Sauce,4.0
1908,Red Wine,Shiraz,Chiles,4.0
1909,Beer,Dunkel,Tongue,4.0
1910,White Wine,Pinot Gris,Jalapeño Chilie,4.0
1911,Red Wine,Zinfandel,Pasilla Chilie,4.0
1912,Red Wine,Barbera DOC,Dishes with Roasted Tomato and Pasilla Sauce,4.0
1913,Beer,Witbier,Spinach,4.0
1914,Red Wine,Beaujolais,Chili,4.0
1915,Red Wine,"Côtes du Rhône, Red",Chili,4.0
1916,Beer,British Brown Ale,Tongue,4.0
1917,Red Wine,Shiraz,Chili,4.0
1918,Red Wine,Syrah,Chili,4.0
1919,Beer,Abbey Beer,Wild Boar,4.0
1920,Sparkling Wine,Champagne,Chinese Cuisine with Fish Dishes,4.0
1921,Sparkling Wine,Champagne,Dim Sum,4.0
1922,White Wine,Chardonnay,Chinese Cuisine,4.0
1923,Beer,British Bitter,Tongue,4.0
1924,Red Wine,Vacqueyras (AOC),Coquilles St. Jacques ,4.0
1925,White Wine,Sauvignon Blanc,Chinese Cuisine,4.0
1926,Sparkling Wine,Sparkling Wine,Dim Sum,4.0
1927,Port,"Port, Tawny",Bayley Hazen Blue Cheese,4.0
1928,White Wine,Sauvignon Blanc,Chives,4.0
1929,White Wine,Alsace Chasselas (AOC),Mushroom Pastry,4.0
1930,Sparkling Wine,"Champagne, Dry",Chocolate,4.0
1931,Sparkling Wine,"Champagne, Rosé ",Chocolate,4.0
1932,Dessert Wine,Muscat de Rivesaltes,Bayley Hazen Blue Cheese,4.0
1933,Dessert Wine,Banyuls,Bayley Hazen Blue Cheese,4.0
1934,Sherry,"Sherry, Sweet ",Chocolate,4.0
1935,Dessert Wine,Vin Santo,Chocolate,4.0
1936,Tea,"Tea, Kenyan",Chocolate,4.0
1937,Tea,"Tea, Japanese Green",Chocolate,4.0
1938,Tea,"Tea, African Black",Chocolate,4.0
1939,Dessert Wine,"Maury, Roussillon (Northern Catalonia)",Dark Chocolate,4.0
1940,Dessert Wine,"Muscat, Black",Dark Chocolate,4.0
1941,Beer,Oktoberfest Märzen,Turkey,4.0
1942,Sherry,"Sherry, PX or Pedro Ximenez",Dark Chocolate,4.0
1943,Port,"Port, Tawny",Milk Chocolate,4.0
1944,Dessert Wine,Moscato d'Asti,White Chocolate,4.0
1945,Dessert Wine,Muscat de Beaumes-de-Venise,White Chocolate,4.0
1946,Beer,Lager,Choucroute,4.0
1947,Beer,Wheat Beer,Choucroute,4.0
1948,White Wine,"Gewürztraminer, Alsace",Choucroute,4.0
1949,White Wine,Pinot Blanc Alsace,Choucroute,4.0
1950,Beer,Dunkelweisse,Carbonnade Flamande,4.0
1951,White Wine,"Pinot Gris, Alsace",Choucroute,4.0
1952,White Wine,Kabinett Riesling,Cilantro,4.0
1953,Red Wine,Vacqueyras (AOC),Roasted Duckling,4.0
1954,White Wine,Gewürztraminer,Cinnamon,4.0
1955,Red Wine,Pinot Noir,Cinnamon,4.0
1956,White Wine,Alsace Chasselas (AOC),Cheese Fondue,4.0
1957,White Wine,Pouilly Fumé,Clams,4.0
1958,White Wine,Riesling,Clams,4.0
1959,Rosé,Rosé,Clams,4.0
1960,White Wine,Sancerre,Clams,4.0
1961,Sparkling Wine,Sparkling Wine,Clams,4.0
1962,Sparkling Wine,Cava,Clams,4.0
1963,Sparkling Wine,Prosecco,Clams,4.0
1964,White Wine,Vinho Verde,Clams,4.0
1965,White Wine,Gewürztraminer,Cloves,4.0
1966,Red Wine,Zinfandel,Cloves,4.0
1967,White Wine,Chardonnay,Coconut,4.0
1968,White Wine,Chardonnay,Coconut Milk,4.0
1969,Beer,Witbier,Turbot,4.0
1970,White Wine,Riesling,Coconut,4.0
1971,White Wine,Riesling,Coconut Milk,4.0
1972,White Wine,Viognier,Coconut,4.0
1973,White Wine,Viognier,Coconut Milk,4.0
1974,Beer,Ale,Cod Fried,4.0
1975,Beer,Lager,Cod Fried,4.0
1976,Beer,Pilsner,Cod Fried,4.0
1977,Red Wine,"Burgundy, Red",Cod wrapped in Bacon or Pancetta,4.0
1978,White Wine,"Burgundy, White",Cod Sautéed,4.0
1979,Red Wine,Pinot Noir,Cod wrapped in Bacon or Pancetta,4.0
1980,Rosé,Rosé,Cod,4.0
1981,Dessert Wine,Banyuls,Coffee-Flavored Desserts,4.0
1982,Dessert Wine,"Maury, Roussillon (Northern Catalonia)",Coffee-Flavored Desserts,4.0
1983,Dessert Wine,Muscat de Beaumes-de-Venise,Coffee-Flavored Desserts,4.0
1984,Dessert Wine,"Muscat, Black",Coffee-Flavored Desserts,4.0
1985,Port,"Port, Tawny",Coffee-Flavored Desserts,4.0
1986,Port,"Port, Vintage",Coffee-Flavored Desserts,4.0
1987,Sherry,"Sherry, Oloroso",Coffee-Flavored Desserts,4.0
1988,Fortified Wine,Madeira,Consommé,4.0
1989,Sherry,"Sherry, Amontillado",Consommé,4.0
1990,Sherry,"Sherry, Fino",Consommé,4.0
1991,Dessert Wine,Ice Wine,Cookies,4.0
1992,Fortified Wine,Moscato d'Asti,Cookies,4.0
1993,Fortified Wine,Madeira,Chocolate Chip Cookies,4.0
1994,Port,"Port, Vintage",Cookies,4.0
1995,Red Wine,Pinot Noir,Coriander,4.0
1996,Beer,Weissbier,Turbot,4.0
1997,White Wine,Sauvignon Blanc,Coriander,4.0
1998,White Wine,Chenin Blanc,Corn,4.0
1999,White Wine,"Pinot Gris, Alsace",Corn,4.0
2000,White Wine,Riesling,Corn,4.0
2001,White Wine,Sauvignon Blanc,Corn,4.0
2002,Sparkling Wine,Sparkling Wine,Corn,4.0
2003,Red Wine,Beaujolais,Corned Beef,4.0
2004,Red Wine,Beaujolais Villages,Corned Beef,4.0
2005,Beer,Dark Lager,Corned Beef,4.0
2006,Beer,Irish Ale,Corned Beef,4.0
2007,Red Wine,Bordeaux AOC Red,Cornish Game Hen,4.0
2008,Red Wine,Merlot,Cornish Game Hen,4.0
2009,Red Wine,Petite Sirah,Chicken in Mole Sauce,4.0
2010,Red Wine,Shiraz,Couscous,4.0
2011,Red Wine,Amarone,Stew,4.0
2012,Beer,Pilsner,Crab,4.0
2013,Beer,Wheat Beer,Crab,4.0
2014,White Wine,"Burgundy, White",Crab,4.0
2015,White Wine,Chablis,Crab,4.0
2016,White Wine,"Chardonnay, Unoaked",Crab,4.0
2017,White Wine,Chenin Blanc,Crab,4.0
2018,Rosé,Rosé,Crab,4.0
2019,White Wine,Sauvignon Blanc,Crab,4.0
2020,White Wine,Viognier,Crab,4.0
2021,Beer,Pilsner,Crab Boiled,4.0
2022,White Wine,"Gewürztraminer, Alsace",Crab with Black Bean Sauce,4.0
2023,Beer,India Pale Ale - IPA,Crab Cakes,4.0
2024,White Wine,"Riesling, Alsace",Crab Cakes,4.0
2025,Sparkling Wine,Sparkling Wine,Crab Cakes,4.0
2026,Sparkling Wine,Champagne,Crab Cakes,4.0
2027,Sparkling Wine,Cava,Crab Cakes,4.0
2028,White Wine,Viognier,Crab Cakes,4.0
2029,White Wine,Chardonnay,Crab Soft-Shell,4.0
2030,White Wine,Sauvignon Blanc,Crab Soft-Shell,4.0
2031,White Wine,Kabinett Riesling,Cranberries and Cranberry Sauce,4.0
2032,White Wine,Spätlese Riesling,Cranberries and Cranberry Sauce,4.0
2033,Red Wine,Shiraz,Cranberries and Cranberry Sauce,4.0
2034,White Wine,"Burgundy, White",Crayfish/Crawfish with cream sauce,4.0
2035,White Wine,Chablis,Crayfish/Crawfish with cream sauce,4.0
2036,Sparkling Wine,Champagne,Cream Dishes/Sauces,4.0
2037,Dessert Wine,Ice Wine,Cream Desserts like Custard or Pudding,4.0
2038,Dessert Wine,Late Harvest Wines,Cream Desserts like Custard or Pudding,4.0
2039,White Wine,"Muscat, Dry",Cream Desserts like Custard or Pudding,4.0
2040,Dessert Wine,"Ice Wine, Riesling",Cream Desserts like Custard or Pudding,4.0
2041,Dessert Wine,Sauternes,Cream Desserts like Custard or Pudding,4.0
2042,Dessert Wine,"Riesling, Late Harvest",Crème Brûlée or Crème Caramel,4.0
2043,Fortified Wine,"Madeira, Malmsey",Crème Brûlée or Crème Caramel,4.0
2044,White Wine,Alsace Chasselas (AOC),Crayfish Laksa,4.0
2045,Sparkling Wine,"Asti (DOCG), Frizzante or Spumante",Crêpes,4.0
2046,Sparkling Wine,"Champagne, Demi-Sec",Crêpes,4.0
2047,Dessert Wine,"Muscat, Orange",Crêpes,4.0
2048,White Wine,Chardonnay,Crudité,4.0
2049,Beer,Wheatwine,Manchego Cheese,4.0
2050,White Wine,Pinot Grigio,Crudité,4.0
2051,White Wine,Sauvignon Blanc,Crudité,4.0
2052,White Wine,Chardonnay,Cumin,4.0
2053,Red Wine,Pinot Noir,Cumin,4.0
2054,White Wine,Riesling,Cumin,4.0
2055,White Wine,Sauvignon Blanc,Cumin,4.0
2056,Red Wine,Shiraz,Cumin,4.0
2057,Red Wine,Syrah,Cumin,4.0
2058,Beer,India Pale Ale - IPA,Curry Dishes,4.0
2059,White Wine,Chardonnay,Curry Dishes,4.0
2060,Beer,Wheatwine,Muenster Cheese,4.0
2061,White Wine,Sauvignon Blanc,Curry Dishes,4.0
2062,White Wine,Condrieu (AOC),Curry Dishes with either Fish Seafood or Poultry,4.0
2063,Dessert Wine,Ice Wine,Citrus Flavoured Custard Desserts,4.0
2064,Dessert Wine,"Muscat, Orange",Orange Flavoured Custard Desserts,4.0
2065,Sherry,"Sherry, Sweet ",Custard Desserts,4.0
2066,Sherry,"Sherry, Cream ",Custard Desserts,4.0
2067,White Wine,"Muscat, Dry",Dates,4.0
2068,Port,"Port, Ruby",Dates,4.0
2069,Beer,Wheatwine,Blue Cheese,4.0
2070,Beer,Wheatwine,Limburger Cheese,4.0
2071,Tea,"Tea, African Black",Desserts,4.0
2072,Tea,"Tea, Darjeeling",Desserts,4.0
2073,Tea,"Tea, Yunnan, China",Desserts,4.0
2074,White Wine,Chardonnay,Dill,4.0
2075,White Wine,Chenin Blanc,Dill,4.0
2076,White Wine,Riesling,Dill,4.0
2077,White Wine,Semillon,Dill,4.0
2078,Beer,Wheatwine,Pheasant,4.0
2079,Beer,Wheatwine,Duck,4.0
2080,Red Wine,Bordeaux AOC Red,Duck,4.0
2081,Red Wine,Cabernet Sauvignon,Duck,4.0
2082,Red Wine,"Châteauneuf du Pape, Red",Duck,4.0
2083,White Wine,"Gewürztraminer, Alsace",Duck,4.0
2084,Beer,Wheatwine,Venison Roasted,4.0
2085,Beer,Wheatwine,Wild Boar Grilled,4.0
2086,Red Wine,"Rhone, Red Wine",Duck,4.0
2087,White Wine,"Riesling, Spätlese ",Duck,4.0
2088,Red Wine,Shiraz,Duck,4.0
2089,Red Wine,Syrah,Duck,4.0
2090,Red Wine,Zinfandel,Duck,4.0
2091,Red Wine,Cabernet Sauvignon,Duck Confit,4.0
2092,Red Wine,Saint-Émilion AOC,Duck Confit,4.0
2093,White Wine,Gewürztraminer,Duck with Curry Sauce,4.0
2094,White Wine,Gewürztraminer,Duck with Fruit Sauce,4.0
2095,Red Wine,Beaujolais,Grilled Duck,4.0
2096,Red Wine,Merlot,Grilled Duck,4.0
2097,Red Wine,Pinot Noir,Grilled Duck,4.0
2098,Beer,Baltic Porter,Apple Pie,4.0
2099,Red Wine,"Burgundy, Red",Duck with Mushrooms,4.0
2100,Red Wine,Pinot Noir,Duck with Mushrooms,4.0
2101,Red Wine,Pinot Noir,Duck L'Orange,4.0
2102,White Wine,Gewürztraminer,Peking Duck,4.0
2103,Red Wine,Pinot Noir,Peking Duck,4.0
2104,White Wine,"Riesling, Auslese",Peking Duck,4.0
2105,White Wine,Riesling,Peking Duck,4.0
2106,Red Wine,Bordeaux AOC Red,Roasted Duck,4.0
2107,Red Wine,"Burgundy, Red",Roasted Duck,4.0
2108,Red Wine,"Châteauneuf du Pape, Red",Roasted Duck,4.0
2109,Beer,Baltic Porter,Gloucester Cheese,4.0
2110,Red Wine,Zinfandel,Roasted Duck,4.0
2111,Sherry,"Sherry, Fino",Eel Smoked,4.0
2112,Beer,Baltic Porter,Grilled Sausage,4.0
2113,Beer,Baltic Porter,Barbecued Beef Brisket,4.0
2114,Rosé,Rosé,Eggplant,4.0
2115,Other,Tannic Wine,Eggplant,4.0
2116,Red Wine,Zinfandel,Eggplant,4.0
2117,Rosé,Rosé,Baba Ghanoush,4.0
2118,Red Wine,"Rhone, Red Wine",Grilled Eggplant,4.0
2119,White Wine,Pinot Grigio,Crescenza Cheese,4.0
2120,Rosé,Rosé,Crescenza Cheese,4.0
2121,White Wine,Riesling,Crescenza Cheese,4.0
2122,White Wine,"Ajaccio, White AOC","Bass, Grilled",4.0
2123,White Wine,"Burgundy, White",Eggs and Egg Based Dishes,4.0
2124,White Wine,Pinot Blanc Alsace,Eggs and Egg Based Dishes,4.0
2125,Rosé,Rosé,Eggs and Egg Based Dishes,4.0
2126,White Wine,Sauvignon Blanc,Eggs and Egg Based Dishes,4.0
2127,White Wine,Fumé Blanc,Eggs and Egg Based Dishes,4.0
2128,Sparkling Wine,Champagne,Eggs Benedict,4.0
2129,White Wine,"Chardonnay, Unoaked",Omelette with Cheese,4.0
2130,White Wine,"Chardonnay, Unoaked",Omelette with Lobster,4.0
2131,White Wine,"Chardonnay, Unoaked",Omelette with Smoked Salmon,4.0
2132,Red Wine,"Côtes du Rhône, Red",Omelette with Ham & Mushroom,4.0
2133,White Wine,Pinot Blanc Alsace,Omelette with Cheese,4.0
2134,White Wine,Pinot Gris,Omelette with Ham & Mushroom,4.0
2135,White Wine,Sauvignon Blanc,Omelette with Vegetables,4.0
2136,Sparkling Wine,Sparkling Wine,Omelette,4.0
2137,Red Wine,Beaujolais,Quiche,4.0
2138,Sparkling Wine,Champagne,Quiche,4.0
2139,White Wine,"Chardonnay, Unoaked",Quiche,4.0
2140,White Wine,Pinot Blanc Alsace,Quiche,4.0
2141,White Wine,Pinot Gris,Quiche,4.0
2142,White Wine,"Riesling, Alsace",Quiche,4.0
2143,White Wine,Riesling,Quiche,4.0
2144,Red Wine,Merlot,Empanadas,4.0
2145,Red Wine,Syrah,Empanadas,4.0
2146,Red Wine,Shiraz,Empanadas,4.0
2147,White Wine,"Sherry, Amontillado",Comté Cheese,4.0
2148,White Wine,"Ajaccio, White AOC",Zucchini Blossoms Fried,4.0
2149,White Wine,"Burgundy, White",Escargot,4.0
2150,Red Wine,Beaujolais,Ethiopian Cuisine,4.0
2151,Red Wine,Beaujolais Villages,Ethiopian Cuisine,4.0
2152,White Wine,Vouvray,Comté Cheese,4.0
2153,White Wine,Pinot Grigio,Ethiopian Cuisine,4.0
2154,White Wine,Pinot Gris,Ethiopian Cuisine,4.0
2155,Red Wine,Shiraz,Ethiopian Cuisine,4.0
2156,Red Wine,Syrah,Ethiopian Cuisine,4.0
2157,White Wine,Viognier,Ethiopian Cuisine,4.0
2158,White Wine,Vouvray,Ethiopian Cuisine,4.0
2159,Red Wine,Anjous-Villages,"Ribs, Pork",4.0
2160,Red Wine,Anjous-Villages,Roasted Leg of Lamb,4.0
2161,White Wine,Chardonnay,Chicken Fajitas,4.0
2162,White Wine,Sauvignon Blanc,Fajitas with Peppers,4.0
2163,Red Wine,Zinfandel,Beef Fajitas,4.0
2164,White Wine,Chardonnay,Fennel,4.0
2165,White Wine,Pinot Gris,Fennel,4.0
2166,White Wine,Pinot Grigio,Fennel,4.0
2167,Red Wine,Pinot Noir,Fennel,4.0
2168,Dessert Wine,"Madeira, Malmsey",Figs,4.0
2169,Red Wine,Vacqueyras (AOC),Lamb Shoulder,4.0
2170,Sherry,"Sherry, Sweet ",Figs,4.0
2171,Sparkling Wine,Vin Santo,Figs,4.0
2172,Red Wine,Zinfandel,Figs,4.0
2173,Beer,Ale,Fish,4.0
2174,Beer,Pilsner,Fish,4.0
2175,Beer,Wheat Beer,Fish,4.0
2176,White Wine,Chablis,Fish,4.0
2177,White Wine,Gewürztraminer,Fish,4.0
2178,Red Wine,Pinot Noir,Fish,4.0
2179,White Wine,"Riesling, Spätlese ",Fish,4.0
2180,White Wine,"Riesling, Alsace",Comté Cheese,4.0
2181,White Wine,Soave (Superiore),Fish,4.0
2182,White Wine,"Burgundy, White",Fish Baked in Salt,4.0
2183,Red Wine,"Ajaccio, Red AOC",Fricassee of Chanterelles,4.0
2184,White Wine,Chardonnay,Fish with a Butter Sauce,4.0
2185,Beer,Ale,Fish and Chips,4.0
2186,White Wine,Pinot Grigio,Fish and Chips,4.0
2187,Rosé,Rosé,Fish and Chips,4.0
2188,Other,Sparkling Water,Fish and Chips,4.0
2189,White Wine,Sauvignon Blanc,Fish With Garlic,4.0
2190,White Wine,Chardonnay,Grilled Fish,4.0
2191,Rosé,Rosé,Grilled Fish,4.0
2192,White Wine,Sauvignon Blanc,Grilled Fish,4.0
2193,White Wine,Vinho Verde,Grilled Fish,4.0
2194,White Wine,Sauvignon Blanc,Fish with Herbs,4.0
2195,White Wine,"Pinot Gris, Alsace",Comté Cheese,4.0
2196,Rosé,Rosé,Fish Stew,4.0
2197,White Wine,Sauvignon Blanc,Fish Stew,4.0
2198,White Wine,"Pinot Gris, Alsace",Cantal Cheese,4.0
2199,White Wine,Chablis,Flounder,4.0
2200,White Wine,"Burgundy, White",Flounder Baked,4.0
2201,White Wine,"Burgundy, White",Flounder Broiled,4.0
2202,White Wine,Pinot Noir,Cantal Cheese,4.0
2203,Beer,Abbey Beer,Steak Tartare,4.0
2204,White Wine,Riesling,Flounder,4.0
2205,White Wine,Sauvignon Blanc,Flounder,4.0
2206,White Wine,Riesling,Fluke,4.0
2207,Dessert Wine,Late Harvest Gewürztraminer,Foie Gras,4.0
2208,Dessert Wine,Ice Wine,Foie Gras,4.0
2209,Beer,Rauchbier,Wild Boar,4.0
2210,Dessert Wine,"Late Harvest Wine, Alsatian",Foie Gras,4.0
2211,Red Wine,Pinot Noir,Foie Gras,4.0
2212,White Wine,"Riesling, Auslese",Foie Gras,4.0
2213,White Wine,Riesling,Foie Gras,4.0
2214,Dessert Wine,"Riesling, Late Harvest",Foie Gras,4.0
2215,White Wine,"Tokaji, Hungary",Foie Gras,4.0
2216,White Wine,"Pinot Gris, Alsace",Foie Gras Terrine Torchon Pâté,4.0
2217,White Wine,Grüner Veltliner,Camembert Cheese,4.0
2218,White Wine,"Burgundy, White",Cheese Fondue,4.0
2219,White Wine,"Chardonnay, Unoaked",Cheese Fondue,4.0
2220,White Wine,"Riesling, Alsace",Cheese Fondue,4.0
2221,White Wine,Sauvignon Blanc,Cheese Fondue,4.0
2222,Sparkling Wine,Champagne,French Fries,4.0
2223,Red Wine,"Ajaccio, Red AOC",Duck Breast,4.0
2224,Beer,Imperial Stout,Strawberry Desserts,4.0
2225,White Wine,Chardonnay,Fritto Misto,4.0
2226,White Wine,Pinot Grigio,Fried Foods,4.0
2227,White Wine,Soave (Superiore),Fried Foods,4.0
2228,Sparkling Wine,"Asti (DOCG), Frizzante or Spumante",Fruit Fresh,4.0
2229,White Wine,Gewürztraminer,Fruit Fresh,4.0
2230,Red Wine,Vacqueyras (AOC),Foie Gras,4.0
2231,Sparkling Wine,Sparkling Wine,Fruit Fresh,4.0
2232,Sparkling Wine,"Asti (DOCG), Frizzante or Spumante",Fruit Desserts,4.0
2233,Beer,Belgian Beer,Fruit Desserts,4.0
2234,Beer,Lambic Fruit Beer,Fruit Desserts,4.0
2235,Beer,Stout,Fruit Desserts,4.0
2236,Sparkling Wine,"Champagne, Blanc de blancs ",Fruit Desserts,4.0
2237,Sparkling Wine,"Champagne, Demi-Sec",Fruit Desserts,4.0
2238,Dairy,Late Harvest Wines,Fruit Desserts,4.0
2239,Dairy,Moscato d'Asti,Fruit Desserts,4.0
2240,Dairy,Muscat de Beaumes-de-Venise,Fruit Desserts,4.0
2241,Beer,Orval Trappist Ale,Italian Sausage,4.0
2242,White Wine,Chardonnay,Fruit Sauces,4.0
2243,White Wine,Riesling,Fruit Sauces,4.0
2244,White Wine,Sauvignon Blanc,Fruit Sauces,4.0
2245,Beer,Orval Trappist Ale,Sausage,4.0
2246,Red Wine,Bordeaux AOC Red,Game,4.0
2247,Red Wine,"Châteauneuf du Pape, Red",Game Roasted,4.0
2248,Red Wine,Pinot Noir,Game,4.0
2249,Red Wine,"Rhone, Red Wine",Game,4.0
2250,Beer,Orval Trappist Ale,Herring (Smoked Fish),4.0
2251,Red Wine,Bordeaux AOC Red,Game Birds,4.0
2252,Other,"Burgundy, Red or White",Game Birds,4.0
2253,Red Wine,Pinot Noir,Game Birds,4.0
2254,Beer,Orval Trappist Ale,Mackerel,4.0
2255,Beer,Belgian Beer,Garlic,4.0
2256,Beer,Orval Trappist Ale,Salmon Smoked,4.0
2257,Beer,Kölsch,Sushi,4.0
2258,Beer,Witbier,Squid,4.0
2259,Other,"Bandol, Red/White AOC",Garlic,4.0
2260,Rosé,Rosé,Garlic,4.0
2261,White Wine,Sauvignon Blanc,Garlic,4.0
2262,White Wine,White Wine,Garlic Raw,4.0
2263,White Wine,Sauvignon Blanc,Gazpacho,4.0
2264,White Wine,Soave (Superiore),Gazpacho,4.0
2265,White Wine,Chardonnay,Ginger,4.0
2266,Beer,Orval Trappist Ale,Bluefish,4.0
2267,White Wine,"Muscat, Dry",Ginger,4.0
2268,White Wine,Sauvignon Blanc,Ginger,4.0
2269,White Wine,Viognier,Ginger,4.0
2270,Beer,Belgian Strong Golden Ale,Snails,4.0
2271,Dessert Wine,Late Harvest Gewürztraminer,Ginger Desserts (Gingerbread),4.0
2272,White Wine,Riesling,Ginger Desserts (Gingerbread),4.0
2273,Dessert Wine,"Tokaji, Hungary",Ginger Desserts (Gingerbread),4.0
2274,Dessert Wine,Vin Santo,Ginger Desserts (Gingerbread),4.0
2275,Red Wine,Valpolicella,Gnocchi with Ragout,4.0
2276,Other,Aquavit,Gravlax,4.0
2277,Red Wine,"Ajaccio, Red AOC",Côte de Boeuf,4.0
2278,White Wine,Kabinett Riesling,Gravlax,4.0
2279,White Wine,Spätlese Riesling,Gravlax,4.0
2280,Other,Greek Wine,Greek Cuisine,4.0
2281,White Wine,Retsina,Greek Cuisine,4.0
2282,Rosé,Rosé,Greek Cuisine,4.0
2283,Beer,Orval Trappist Ale,Red Snapper,4.0
2284,Red Wine,Cabernet Sauvignon,Grilled Dishes,4.0
2285,Beer,Orval Trappist Ale,Snapper Sautéed,4.0
2286,Beer,Orval Trappist Ale,Hors D'oeuvres,4.0
2287,Beer,Dark Mild,Blueberry Tart,4.0
2288,Beer,Orval Trappist Ale,Trout,4.0
2289,Red Wine,Merlot,Grilled Dishes,4.0
2290,Red Wine,Pinot Noir,Grilled Dishes,4.0
2291,Beer,Orval Trappist Ale,Prosciutto,4.0
2292,White Wine,Sauvignon Blanc,Grilled Dishes,4.0
2293,White Wine,Sauvignon Blanc,Grouper,4.0
2294,Red Wine,"Aloxe Corton, Red",Pork with Lentils,4.0
2295,Sparkling Wine,Champagne,Guacamole,4.0
2296,White Wine,"Chardonnay, Unoaked",Guacamole,4.0
2297,Liquor,Margarita,Guacamole,4.0
2298,White Wine,Riesling,Guavas,4.0
2299,Red Wine,Vacqueyras (AOC),Fricassee of Chanterelles,4.0
2300,White Wine,Chardonnay,Haddock,4.0
2301,White Wine,"Riesling, Alsace",Haddock,4.0
2302,Beer,Saison,Tuna,4.0
2303,Beer,American Pale Ale,Tuna,4.0
2304,Beer,Witbier,Tuna Salad,4.0
2305,Beer,Weissbier,Tuna Salad,4.0
2306,Beer,Kölsch,Turbot,4.0
2307,Red Wine,Crianza,Pintxos Morunos,4.0
2308,Rosé,Rosé,Croquetas Cremosas,4.0
2309,Rosé,Rosé,Txipirones,4.0
2310,Rosé,Rosé,Gambas al Ajillo,4.0
2311,Beer,Biere De Garde,Muenster Cheese,4.0
2312,Beer,Weissbier,Halibut Baked/Roasted,4.0
2313,White Wine,Pouilly Fumé,Halibut,4.0
