,category,beverage,food,Grape,ind,sodium,calories,fat,cholesterol,carbs,protein,BODY,Tannin,Acid,ABV,Dryness,FRUIT
874,White Wine,Chardonnay,Fish Tacos,Chardonnay,83,407,409,18.8,54,43,17.3,3,0,3,4,2,5
875,White Wine,"Chardonnay, Unoaked",Fish Tacos,Chardonnay,83,407,409,18.8,54,43,17.3,3,0,3,4,2,5
876,White Wine,"Champagne, Blanc de blancs ",Uni - Sea Urchin Sushi/Sashimi,Chardonnay,5,89,258,8.4,0,4,5.3,3,0,3,4,2,5
877,White Wine,Chardonnay,Salmon Teriyaki,Chardonnay,17,813,501,24.5,133,9,45.7,3,0,3,4,2,5
878,White Wine,"Burgundy, White",Smoked Duck,Chardonnay,32,62,117,6.4,33,5,9.7,3,0,3,4,2,5
879,White Wine,Chablis,Fish Cakes,Chardonnay,49,527,235,7.5,88,14,28.1,3,0,3,4,2,5
880,White Wine,Chardonnay,Red Mullet,Chardonnay,50,2170,792,37.7,86,2,31.3,3,0,3,4,2,5
881,Sparkling Wine,"Champagne, Blanc de blancs ",Gravad Lax,Chardonnay,51,,,,,,,3,0,3,4,2,5
882,White Wine,Chardonnay,Chicken Parmesan,Chardonnay,61,840,471,24.9,187,8,42.1,3,0,3,4,2,5
883,White Wine,Chardonnay,Cottage Pie,Chardonnay,67,491,512,30.9,100,8,24.1,3,0,3,4,2,5
884,White Wine,Chardonnay,Shepherd's Pie,Chardonnay,68,755,474,28.6,93,1,24.4,3,0,3,4,2,5
885,White Wine,"Chardonnay, Unoaked",Chicken in a Cream Sauce,Chardonnay,77,743,977,74.7,279,6,52,3,0,3,4,2,5
886,White Wine,Chardonnay,Pork Chops,Chardonnay,79,1254,380,22,124,1,40.7,3,0,3,4,2,5
887,White Wine,Chardonnay,Butter Chicken,Chardonnay,82,1461,880,82.3,303,8,26.4,3,0,3,4,2,5
888,White Wine,"Chardonnay, Unoaked",Quiche,Chardonnay,84,377,260,17.2,96,1,12,3,0,3,4,2,5
889,White Wine,"Burgundy, White",Quiche,Chardonnay,84,377,260,17.2,96,1,12,3,0,3,4,2,5
890,White Wine,Chardonnay,Veal Marsala,Chardonnay,85,314,491,18.3,73,9,23.6,3,0,3,4,2,5
891,White Wine,Chardonnay,Chicken Pot Pie,Chardonnay,94,517,412,23.9,55,4,18.4,3,0,3,4,2,5
892,White Wine,Pouilly Fuissé,Chicken Pot Pie,Chardonnay,94,517,412,23.9,55,4,18.4,3,0,3,4,2,5
893,White Wine,Chablis,Chicken Pot Pie,Chardonnay,94,517,412,23.9,55,4,18.4,3,0,3,4,2,5
894,White Wine,Chablis Premier Cru,Ebi - Shrimp Sushi/Sashimi,Chardonnay,106,296,181,0.2,0,7,2.9,3,0,3,4,2,5
895,Sparkling Wine,"Champagne, Blanc de blancs ",Ebi - Shrimp Sushi/Sashimi,Chardonnay,106,296,181,0.2,0,7,2.9,3,0,3,4,2,5
896,White Wine,Chablis Premier Cru,Akagai/Mirugai/Aoyagi - Clams Sushi/Sashimi,Chardonnay,4,405,291,6.9,9,1,11.1,3,0,3,4,2,5
897,Sparkling Wine,"Champagne, Blanc de blancs ",Kani - Crab Sushi/Sashimi,Chardonnay,5,1475,444,8.2,29,9,10.7,3,0,3,4,2,5
898,Sparkling Wine,"Champagne, Blanc de blancs ",Tempura Shrimp,Chardonnay,8,424,574,48.3,124,7,11.4,3,0,3,4,2,5
899,White Wine,Chablis Premier Cru,Tempura Shrimp,Chardonnay,8,424,574,48.3,124,7,11.4,3,0,3,4,2,5
900,Sparkling Wine,"Champagne, Blanc de blancs ",Focaccia,Chardonnay,12,252,171,5.8,5,4,6,3,0,3,4,2,5
901,White Wine,Chardonnay,Focaccia,Chardonnay,12,252,171,5.8,5,4,6,3,0,3,4,2,5
902,White Wine,Chardonnay,Toriniku Yakitori,Chardonnay,13,1866,367,25,76,8,24.4,3,0,3,4,2,5
903,White Wine,Chablis Grand Cru,Tsubugai/Hamaguri,Chardonnay,18,,,,,,,3,0,3,4,2,5
904,White Wine,Chablis Premier Cru,Sazae-tsuboyaki,Chardonnay,19,,,,,,,3,0,3,4,2,5
905,White Wine,"Champagne, Blanc de blancs ",Sazae-tsuboyaki,Chardonnay,19,,,,,,,3,0,3,4,2,5
906,White Wine,Chablis Premier Cru,Shrimp Teppan,Chardonnay,26,1635,618,43.7,270,2,38.6,3,0,3,4,2,5
907,White Wine,Chablis Grand Cru,Awabi Teppan (abalone),Chardonnay,28,1438,814,63.2,136,4,19.1,3,0,3,4,2,5
908,White Wine,Chablis,Eggplant Parmesan,Chardonnay,31,1663,487,16,73,1,24.2,3,0,3,4,2,5
909,White Wine,Chablis,Arugula,Chardonnay,42,334,317,17.8,21,7,11,3,0,3,4,2,5
910,White Wine,Chardonnay,Arugula,Chardonnay,42,334,317,17.8,21,7,11,3,0,3,4,2,5
911,White Wine,Chardonnay,Habanero Chilie,Chardonnay,48,380,240,8.2,33,27,16.6,3,0,3,4,2,5
912,White Wine,Chablis,Bass,Chardonnay,52,237,232,12.2,78,8,28.2,3,0,3,4,2,5
913,White Wine,Chardonnay,Green Beans,Chardonnay,55,699,236,13,34,3,6.3,3,0,3,4,2,5
914,White Wine,Chardonnay,Chicken Wings,Chardonnay,59,603,398,29.3,110,6,21,3,0,3,4,2,5
915,White Wine,Chablis,Tempura,Chardonnay,73,424,574,48.3,124,7,11.4,3,0,3,4,2,5
916,White Wine,Chardonnay,Bluefish,Chardonnay,74,1884,722,32.9,269,2,91.6,3,0,3,4,2,5
917,White Wine,"Burgundy, White",Bluefish,Chardonnay,74,1884,722,32.9,269,2,91.6,3,0,3,4,2,5
918,White Wine,"Chablis, Cru",Brandade,Chardonnay,77,,,,,,,3,0,3,4,2,5
919,White Wine,"Burgundy, White",Brin D'Amour Cheese,Chardonnay,83,,,,,,,3,0,3,4,2,5
920,White Wine,Chardonnay,Brillat Savarin Cheese,Chardonnay,88,654,426,31.6,21,1,8,3,0,3,4,2,5
921,White Wine,Chablis,Carrots,Chardonnay,89,259,374,18.8,38,7,5.2,3,0,3,4,2,5
922,White Wine,Chardonnay,Carrots,Chardonnay,89,259,374,18.8,38,7,5.2,3,0,3,4,2,5
923,White Wine,Chablis,Catfish,Chardonnay,90,459,207,9,54,11,19.4,3,0,3,4,2,5
924,White Wine,"Burgundy, White",French Fries,Chardonnay,92,6,471,44.1,0,6,2.2,3,0,3,4,2,5
925,White Wine,"Burgundy, White",Beaufort Cheese,Chardonnay,94,654,426,31.6,21,1,8,3,0,3,4,2,5
926,White Wine,Chardonnay,Bel Paese Cheese,Chardonnay,95,654,426,31.6,21,1,8,3,0,3,4,2,5
927,White Wine,Chablis,Chaource Cheese,Chardonnay,99,654,426,31.6,21,1,8,3,0,3,4,2,5
928,White Wine,Chardonnay,Colby Cheese,Chardonnay,100,568,623,36.3,114,2,26.1,3,0,3,4,2,5
929,White Wine,Chardonnay,Cream Cheese,Chardonnay,101,104,57,5.5,14,2,1,3,0,3,4,2,5
930,White Wine,"Burgundy, White",Emmental Cheese,Chardonnay,103,654,426,31.6,21,1,8,3,0,3,4,2,5
931,White Wine,"Burgundy, White",Epoisses Cheese,Chardonnay,104,654,426,31.6,21,1,8,3,0,3,4,2,5
932,Sparkling Wine,"Champagne, Blanc de blancs ",Explorateur Cheese,Chardonnay,105,654,426,31.6,21,1,8,3,0,3,4,2,5
933,White Wine,Chardonnay,Provolone Cheese,Chardonnay,112,997,498,27.3,149,7,53.9,3,0,3,4,2,5
934,White Wine,Chablis,Raclette Cheese,Chardonnay,113,654,426,31.6,21,1,8,3,0,3,4,2,5
935,White Wine,Chardonnay,Ricotta Cheese,Chardonnay,114,427,219,15.6,54,8,8.4,3,0,3,4,2,5
936,White Wine,"Burgundy, White",Roncal Cheese,Chardonnay,117,654,426,31.6,21,1,8,3,0,3,4,2,5
937,White Wine,"Burgundy, White",Saint-Nectaire Cheese,Chardonnay,119,654,426,31.6,21,1,8,3,0,3,4,2,5
938,White Wine,"Burgundy, White",Selles-Sur-Cher Cheese,Chardonnay,120,654,426,31.6,21,1,8,3,0,3,4,2,5
939,Sparkling Wine,"Champagne, Blanc de blancs ",Vacherin Cheese,Chardonnay,130,654,426,31.6,21,1,8,3,0,3,4,2,5
940,White Wine,"Burgundy, White",Vacherin Cheese,Chardonnay,130,654,426,31.6,21,1,8,3,0,3,4,2,5
941,White Wine,Chablis,Vacherin Cheese,Chardonnay,130,654,426,31.6,21,1,8,3,0,3,4,2,5
942,White Wine,Chardonnay,Vacherin Cheese,Chardonnay,130,654,426,31.6,21,1,8,3,0,3,4,2,5
943,Sparkling Wine,"Champagne, Blanc de blancs ",Cheese Puffs,Chardonnay,133,381,223,13.9,26,4,6,3,0,3,4,2,5
944,White Wine,"Burgundy, White",Cheese Puffs,Chardonnay,133,381,223,13.9,26,4,6,3,0,3,4,2,5
945,White Wine,Chablis,Cheese Puffs,Chardonnay,133,381,223,13.9,26,4,6,3,0,3,4,2,5
946,White Wine,Chardonnay,Cheese Puffs,Chardonnay,133,381,223,13.9,26,4,6,3,0,3,4,2,5
947,Sparkling Wine,"Champagne, Blanc de blancs ",Cheese Straws,Chardonnay,134,103,67,4.8,6,1,2,3,0,3,4,2,5
948,White Wine,"Burgundy, White",Cheese Straws,Chardonnay,134,103,67,4.8,6,1,2,3,0,3,4,2,5
949,White Wine,Chablis,Cheese Straws,Chardonnay,134,103,67,4.8,6,1,2,3,0,3,4,2,5
950,White Wine,Chardonnay,Cheese Straws,Chardonnay,134,103,67,4.8,6,1,2,3,0,3,4,2,5
951,White Wine,Chardonnay,Cheese Sauce,Chardonnay,135,505,252,16.9,53,9,14.8,3,0,3,4,2,5
952,White Wine,Chardonnay,Cheese Dishes,Chardonnay,136,840,471,24.9,187,8,42.1,3,0,3,4,2,5
953,White Wine,Chardonnay,Chervil,Chardonnay,138,9,172,6.9,0,6,3,3,0,3,4,2,5
954,White Wine,Chardonnay,Chicken with Curry Sauce,Chardonnay,143,1370,427,24.3,95,7,38.1,3,0,3,4,2,5
955,White Wine,Chardonnay,Grilled Chicken,Chardonnay,146,618,266,8.3,70,22,24.7,3,0,3,4,2,5
956,White Wine,Chardonnay,Chicken Kiev,Chardonnay,149,1656,790,38.3,268,2,59.5,3,0,3,4,2,5
957,White Wine,"Burgundy, White",Chicken Kiev,Chardonnay,149,1656,790,38.3,268,2,59.5,3,0,3,4,2,5
958,White Wine,Chardonnay,Chicken with Lemon or Lime,Chardonnay,150,614,373,34.8,31,1,10.6,3,0,3,4,2,5
959,White Wine,Chardonnay,Chicken with Mustard,Chardonnay,0,849,506,30.3,150,9,30.1,3,0,3,4,2,5
960,White Wine,Chardonnay,Tandoori Chicken,Chardonnay,5,93,215,11.1,94,9,25.8,3,0,3,4,2,5
961,White Wine,Chardonnay,Chinese Cuisine,Chardonnay,13,1192,634,36.5,101,9,24.3,3,0,3,4,2,5
962,White Wine,Chablis,Coquilles St. Jacques ,Chardonnay,14,1605,528,24.6,96,1,29.4,3,0,3,4,2,5
963,White Wine,Pouilly Fuissé,Coquilles St. Jacques ,Chardonnay,14,1605,528,24.6,96,1,29.4,3,0,3,4,2,5
964,White Wine,Chardonnay,Chives,Chardonnay,15,15,236,9,23,2,4.5,3,0,3,4,2,5
965,White Wine,"Burgundy, White",Cheese Fondue,Chardonnay,20,940,670,28.9,91,9,36.5,3,0,3,4,2,5
966,White Wine,"Chardonnay, Unoaked",Cheese Fondue,Chardonnay,20,940,670,28.9,91,9,36.5,3,0,3,4,2,5
967,White Wine,Chardonnay,Cloves,Chardonnay,21,15,60,0.1,0,6,0.1,3,0,3,4,2,5
968,White Wine,Chardonnay,Coconut,Chardonnay,22,241,317,19.3,67,3,8.4,3,0,3,4,2,5
969,White Wine,Chardonnay,Coconut Milk,Chardonnay,23,8,102,10,0,7,1.1,3,0,3,4,2,5
970,White Wine,"Burgundy, White",Cod Sautéed,Chardonnay,25,407,409,18.8,54,43,17.3,3,0,3,4,2,5
971,White Wine,Chardonnay,Coriander,Chardonnay,29,744,20,1.1,0,3,0.8,3,0,3,4,2,5
972,White Wine,Chardonnay,Cornish Game Hen,Chardonnay,30,1383,814,57.5,340,7,59.4,3,0,3,4,2,5
973,White Wine,"Burgundy, White",Crayfish/Crawfish with cream sauce,Chardonnay,34,2313,663,45.3,199,7,21.5,3,0,3,4,2,5
974,White Wine,Chablis,Crayfish/Crawfish with cream sauce,Chardonnay,34,2313,663,45.3,199,7,21.5,3,0,3,4,2,5
975,White Wine,Chardonnay,Cumin,Chardonnay,38,24,83,9.1,0,7,0.1,3,0,3,4,2,5
976,White Wine,"Chardonnay, Unoaked",Eggs Benedict,Chardonnay,51,1053,281,14.1,174,2,17.5,3,0,3,4,2,5
977,White Wine,"Chardonnay, Unoaked",Omelette with Cheese,Chardonnay,52,712,345,26.8,381,6,22.4,3,0,3,4,2,5
978,White Wine,"Chardonnay, Unoaked",Omelette with Smoked Salmon,Chardonnay,53,454,250,22.1,231,7,11.6,3,0,3,4,2,5
979,White Wine,Chardonnay,Zucchini Blossoms Fried,Chardonnay,58,250,267,19.6,284,3,14.5,3,0,3,4,2,5
980,White Wine,"Burgundy, White",Escargot,Chardonnay,59,770,561,26.7,216,19,58.3,3,0,3,4,2,5
981,White Wine,Chablis,Escargot,Chardonnay,59,770,561,26.7,216,19,58.3,3,0,3,4,2,5
982,White Wine,Chardonnay,Chicken Fajitas,Chardonnay,61,411,211,7.9,47,2,18.3,3,0,3,4,2,5
983,White Wine,"Burgundy, White",Fish Baked in Salt,Chardonnay,66,1034,452,25.2,73,2,43.1,3,0,3,4,2,5
984,White Wine,Chardonnay,Fish with a Butter Sauce,Chardonnay,68,392,531,53.8,177,8,10.3,3,0,3,4,2,5
985,White Wine,"Chardonnay, Unoaked",Fish and Chips,Chardonnay,69,175,386,26.2,92,8,26.8,3,0,3,4,2,5
986,White Wine,Chardonnay,Grilled Fish,Chardonnay,71,1259,554,43.7,62,2,36.3,3,0,3,4,2,5
987,White Wine,Chardonnay,Cantal Cheese,Chardonnay,74,654,426,31.6,21,1,8,3,0,3,4,2,5
988,White Wine,Pouilly Fuissé,Cantal Cheese,Chardonnay,74,654,426,31.6,21,1,8,3,0,3,4,2,5
989,White Wine,Chablis,Flounder,Chardonnay,75,777,282,15.4,63,2,24.4,3,0,3,4,2,5
990,White Wine,Chardonnay,Flounder,Chardonnay,75,777,282,15.4,63,2,24.4,3,0,3,4,2,5
991,White Wine,"Burgundy, White",Flounder Baked,Chardonnay,76,800,331,17.6,102,6,29.2,3,0,3,4,2,5
992,White Wine,"Burgundy, White",Flounder Broiled,Chardonnay,77,777,282,15.4,63,2,24.4,3,0,3,4,2,5
993,White Wine,Chablis,Fluke,Chardonnay,78,,,,,,,3,0,3,4,2,5
994,White Wine,Chardonnay,Fritto Misto,Chardonnay,79,,,,,,,3,0,3,4,2,5
995,White Wine,Chardonnay,Fruit Sauces,Chardonnay,80,1,95,0.1,0,2,0.3,3,0,3,4,2,5
996,White Wine,Chardonnay,Haddock,Chardonnay,89,1565,325,15.7,103,17,27.7,3,0,3,4,2,5
997,White Wine,"Burgundy, White",Haddock,Chardonnay,89,1565,325,15.7,103,17,27.7,3,0,3,4,2,5
998,White Wine,Chablis,Haddock,Chardonnay,89,1565,325,15.7,103,17,27.7,3,0,3,4,2,5
999,White Wine,Chardonnay,Hazelnut,Chardonnay,97,584,256,14.7,21,9,8.1,3,0,3,4,2,5
1000,White Wine,"Burgundy, White",Hazelnut,Chardonnay,97,584,256,14.7,21,9,8.1,3,0,3,4,2,5
1001,White Wine,"Burgundy, White",Hummus,Chardonnay,102,236,77,4.3,0,1,2.6,3,0,3,4,2,5
1002,White Wine,Chardonnay,Hummus,Chardonnay,102,236,77,4.3,0,1,2.6,3,0,3,4,2,5
1003,White Wine,Chardonnay,Indonesian Cuisine,Chardonnay,105,388,238,16.3,0,9,3.4,3,0,3,4,2,5
1004,White Wine,Chardonnay,Seafood Jambalaya,Chardonnay,106,1177,349,13.8,72,3,22.7,3,0,3,4,2,5
1005,White Wine,Chardonnay,Chicken Jambalaya,Chardonnay,107,563,308,8.5,75,9,25.1,3,0,3,4,2,5
1006,White Wine,"Burgundy, White",Japanese Cuisine,Chardonnay,108,388,238,16.3,0,9,3.4,3,0,3,4,2,5
1007,White Wine,"Burgundy, White",Japanese Cuisine,Chardonnay,108,388,238,16.3,0,9,3.4,3,0,3,4,2,5
1008,White Wine,Chardonnay,Leeks,Chardonnay,112,673,488,45.4,145,7,3.7,3,0,3,4,2,5
1009,White Wine,"Burgundy, White",Grilled Lobster,Chardonnay,115,2036,742,60.9,169,3,44.3,3,0,3,4,2,5
1010,White Wine,Chardonnay,Broiled Lobster,Chardonnay,116,734,214,8.3,162,1,32,3,0,3,4,2,5
1011,White Wine,"Burgundy, White",Broiled Lobster,Chardonnay,116,734,214,8.3,162,1,32,3,0,3,4,2,5
1012,White Wine,Chardonnay,Nutmeg,Chardonnay,125,319,410,14.7,83,4,4.6,3,0,3,4,2,5
1013,White Wine,"Burgundy, White",Nutmeg,Chardonnay,125,319,410,14.7,83,4,4.6,3,0,3,4,2,5
1014,White Wine,"Burgundy, White",Onion,Chardonnay,126,3336,618,35.9,114,5,29.7,3,0,3,4,2,5
1015,White Wine,Chardonnay,Onion,Chardonnay,126,3336,618,35.9,114,5,29.7,3,0,3,4,2,5
1016,White Wine,Chablis,Oyster Belon,Chardonnay,127,309,555,51.1,163,5,12.7,3,0,3,4,2,5
1017,White Wine,Chardonnay,Pasta with Creamy Seafood Sauce,Chardonnay,130,736,771,77.3,253,2,15.7,3,0,3,4,2,5
1018,White Wine,Chardonnay,Peanuts,Chardonnay,132,299,432,27.8,17,4,7.2,3,0,3,4,2,5
1019,White Wine,Chardonnay,Peanut Sauce,Chardonnay,133,148,62,5.1,0,7,1.3,3,0,3,4,2,5
1020,White Wine,Chardonnay,Pork with a Creamy Sauce,Chardonnay,142,394,209,8.9,64,1,23.8,3,0,3,4,2,5
1021,White Wine,Chardonnay,Grilled Pork,Chardonnay,143,1254,380,22,124,1,40.7,3,0,3,4,2,5
1022,White Wine,Chardonnay,Quail Eggs,Chardonnay,145,742,870,46.1,234,1,24.1,3,0,3,4,2,5
1023,White Wine,"Burgundy, White",Red Snapper,Chardonnay,1,1034,452,25.2,73,2,43.1,3,0,3,4,2,5
1024,White Wine,Chardonnay,Red Snapper,Chardonnay,1,1034,452,25.2,73,2,43.1,3,0,3,4,2,5
1025,White Wine,Chardonnay,Risotto,Chardonnay,4,1131,431,16.6,29,6,11.3,3,0,3,4,2,5
1026,White Wine,"Chardonnay, Unoaked",Risotto with Vegetables,Chardonnay,6,998,480,25.9,86,1,11.1,3,0,3,4,2,5
1027,White Wine,Chardonnay,Caesar Salad,Chardonnay,8,158,63,5,6,3,2.3,3,0,3,4,2,5
1028,White Wine,Chablis,Caesar Salad,Chardonnay,8,158,63,5,6,3,2.3,3,0,3,4,2,5
1029,White Wine,Chardonnay,Chef's Salad,Chardonnay,9,427,549,48.5,36,4,4.5,3,0,3,4,2,5
1030,White Wine,Chardonnay,Cobb Salad,Chardonnay,10,421,374,20.6,219,6,23.9,3,0,3,4,2,5
1031,White Wine,"Chardonnay, Unoaked",Spinach Salad,Chardonnay,12,63,491,35.2,0,9,6,3,0,3,4,2,5
1032,White Wine,Chardonnay,Salmon Poached with a Lemon Sauce,Chardonnay,15,137,405,19.1,116,3,48.7,3,0,3,4,2,5
1033,White Wine,Chablis,Salt Cod,Chardonnay,16,8042,433,6.8,173,16,73.4,3,0,3,4,2,5
1034,White Wine,Chardonnay,Turkey Sandwich,Chardonnay,21,1817,434,16.3,83,1,25.5,3,0,3,4,2,5
1035,White Wine,Chardonnay,Bérnaise,Chardonnay,22,71,160,1.1,5,3,5.6,3,0,3,4,2,5
1036,White Wine,Chardonnay,Mayonnaise,Chardonnay,23,282,58,2.2,0,8,0.3,3,0,3,4,2,5
1037,White Wine,Chardonnay,Chorizo Sausage,Chardonnay,27,640,369,30.7,84,1,19.2,3,0,3,4,2,5
1038,White Wine,Chablis,Spicy Sausage,Chardonnay,28,2165,831,34.1,99,7,40,3,0,3,4,2,5
1039,White Wine,Chardonnay,Scrod,Chardonnay,30,,,,,,,3,0,3,4,2,5
1040,White Wine,"Burgundy, White",Sea Urchin,Chardonnay,31,1131,561,18.5,94,6,46.9,3,0,3,4,2,5
1041,White Wine,Chablis Grand Cru,Sea Urchin,Chardonnay,31,1131,561,18.5,94,6,46.9,3,0,3,4,2,5
1042,White Wine,Chardonnay,Sesame,Chardonnay,32,308,349,15.2,24,3,15.9,3,0,3,4,2,5
1043,White Wine,Chardonnay,Shrimp Cocktail,Chardonnay,33,1415,306,4.3,345,9,47.7,3,0,3,4,2,5
1044,White Wine,"Burgundy, White",Shrimp Sautéed,Chardonnay,34,330,280,19.9,230,1,19.5,3,0,3,4,2,5
1045,White Wine,Chablis,Shrimp Sautéed,Chardonnay,34,330,280,19.9,230,1,19.5,3,0,3,4,2,5
1046,White Wine,Chardonnay,Skate Sautéed,Chardonnay,36,387,135,11.9,31,4,4.2,3,0,3,4,2,5
1047,White Wine,"Burgundy, White",Skate Sautéed,Chardonnay,36,387,135,11.9,31,4,4.2,3,0,3,4,2,5
1048,White Wine,"Burgundy, White",Snails,Chardonnay,39,73,88,7.8,27,9,3.2,3,0,3,4,2,5
1049,White Wine,Chablis,Snails,Chardonnay,39,73,88,7.8,27,9,3.2,3,0,3,4,2,5
1050,White Wine,"Chardonnay, Unoaked",Sorrel,Chardonnay,40,16,177,0.5,0,7,0.9,3,0,3,4,2,5
1051,White Wine,Chardonnay,Chicken Soup,Chardonnay,42,289,150,4.6,41,8,17.1,3,0,3,4,2,5
1052,White Wine,Chardonnay,Corn Chowder,Chardonnay,43,972,255,9,26,40,7.1,3,0,3,4,2,5
1053,White Wine,Chardonnay,Cream of Mushroom Soup,Chardonnay,44,364,148,11,30,6,4.8,3,0,3,4,2,5
1054,White Wine,Chardonnay,Lobster Bisque,Chardonnay,46,554,191,13.1,66,7,10,3,0,3,4,2,5
1055,White Wine,"Burgundy, White",French Onion Soup,Chardonnay,47,1053,174,9.6,26,6,5.5,3,0,3,4,2,5
1056,White Wine,Chardonnay,French Onion Soup,Chardonnay,47,1053,174,9.6,26,6,5.5,3,0,3,4,2,5
1057,White Wine,Chardonnay,Pea Soup,Chardonnay,49,255,310,1,0,9,19.7,3,0,3,4,2,5
1058,White Wine,Chardonnay,Potato Soup,Chardonnay,50,1060,190,3.3,12,1,4.9,3,0,3,4,2,5
1059,White Wine,Chablis,Steak Tartare,Chardonnay,61,501,293,22.2,159,5,16,3,0,3,4,2,5
1060,White Wine,Chardonnay,Sushi Tuna,Chardonnay,63,214,346,11.7,16,47,13.6,3,0,3,4,2,5
1061,White Wine,Chardonnay,Sweet Potato,Chardonnay,64,254,389,20.6,78,8,4.5,3,0,3,4,2,5
1062,White Wine,"Chardonnay, Unoaked",Tarragon,Chardonnay,68,128,101,10.9,5,9,0.2,3,0,3,4,2,5
1063,White Wine,"Burgundy, White",Tarragon,Chardonnay,68,128,101,10.9,5,9,0.2,3,0,3,4,2,5
1064,White Wine,Chablis,Trout,Chardonnay,72,263,470,33.2,181,6,40.4,3,0,3,4,2,5
1065,White Wine,"Chardonnay, Unoaked",Trout in a Lemon Sauce,Chardonnay,74,184,563,25.7,201,5,70.9,3,0,3,4,2,5
1066,Sparkling Wine,"Champagne, Blanc de blancs ",Trout in a Soy Sauce,Chardonnay,75,2255,895,23.7,85,129,38.7,3,0,3,4,2,5
1067,White Wine,Chardonnay,Turbot,Chardonnay,77,,,,,,,3,0,3,4,2,5
1068,White Wine,"Burgundy, White",Vanilla,Chardonnay,79,34,127,6.9,116,7,3,3,0,3,4,2,5
1069,White Wine,Chardonnay,Vanilla,Chardonnay,79,34,127,6.9,116,7,3,3,0,3,4,2,5
1070,White Wine,Chardonnay,Veal with Morels,Chardonnay,81,1339,861,50.3,250,4,47.2,3,0,3,4,2,5
1071,White Wine,Chardonnay,Veal Roasted,Chardonnay,82,231,261,11.7,102,7,23.2,3,0,3,4,2,5
1072,White Wine,"Burgundy, White",Veal Roasted,Chardonnay,82,231,261,11.7,102,7,23.2,3,0,3,4,2,5
1073,White Wine,Chardonnay,Vegetarian Dishes that are Creamy,Chardonnay,85,876,322,9,22,9,9,3,0,3,4,2,5
1074,White Wine,Chardonnay,Vinaigrette,Chardonnay,88,581,130,13.8,0,2,0,3,0,3,4,2,5
1075,White Wine,Chablis,Vinaigrette,Chardonnay,88,581,130,13.8,0,2,0,3,0,3,4,2,5
1076,White Wine,Chardonnay,Walnuts,Chardonnay,89,261,304,22.3,49,4,9.3,3,0,3,4,2,5
1077,White Wine,Chardonnay,Zucchini Blossoms,Chardonnay,92,278,348,28.1,0,6,5.7,3,0,3,4,2,5
1078,White Wine,Chardonnay,Egg and Ricotta Frittatas,Chardonnay,110,2877,1075,83.6,705,6,69.5,3,0,3,4,2,5
1079,White Wine,Chardonnay,Asiago Cheese,Chardonnay,117,239,165,3.8,2,1,5.1,3,0,3,4,2,5
1080,White Wine,Chardonnay,Butternut Squash Soup,Chardonnay,119,1081,397,33.4,83,2,7.7,3,0,3,4,2,5
1081,White Wine,Chardonnay,Chicken with a Leek and Mushroom Sauce,Chardonnay,130,113,198,11.2,47,2,13.8,3,0,3,4,2,5
1082,White Wine,Chardonnay,Turkey Club Sandwich,Chardonnay,133,1874,818,61.7,76,2,22.4,3,0,3,4,2,5
1083,White Wine,Chardonnay,Hamburger with Grilled Pineapple,Chardonnay,134,188,410,12.3,119,8,45.6,3,0,3,4,2,5
1084,White Wine,Chardonnay,Chicken Alfredo,Chardonnay,135,355,645,42.7,151,7,28.3,3,0,3,4,2,5
1085,White Wine,"Chardonnay, Unoaked",Chicken Alfredo,Chardonnay,135,355,645,42.7,151,7,28.3,3,0,3,4,2,5
1086,White Wine,Chardonnay,Turkey Sausage,Chardonnay,144,765,408,30.1,217,5,30.1,3,0,3,4,2,5
1087,White Wine,"Chardonnay, Unoaked",Fish with Cream Sauce,Chardonnay,0,767,293,20.7,63,9,12.1,3,0,3,4,2,5
1088,Sparkling Wine,"Champagne, Blanc de blancs ",Blini with Caviar or Smoked Salmon,Chardonnay,28,18956,203,10.1,126,3,25.5,3,0,3,4,2,5
1089,White Wine,Chardonnay,Bread,Chardonnay,31,219,218,11.1,44,4,3.2,3,0,3,4,2,5
1090,White Wine,Chardonnay,Broccoli,Chardonnay,32,584,559,48.1,31,9,12.9,3,0,3,4,2,5
1091,White Wine,"Burgundy, White",Banon Cheese,Chardonnay,52,654,426,31.6,21,1,8,3,0,3,4,2,5
1092,White Wine,Chardonnay,Brick Cheese,Chardonnay,54,654,426,31.6,21,1,8,3,0,3,4,2,5
1093,White Wine,Chardonnay,Bûcheron Cheese,Chardonnay,55,654,426,31.6,21,1,8,3,0,3,4,2,5
1094,White Wine,"Burgundy, White",Chaumes Cheese,Chardonnay,59,654,426,31.6,21,1,8,3,0,3,4,2,5
1095,White Wine,Chardonnay,Garrotxa Cheese,Chardonnay,65,654,426,31.6,21,1,8,3,0,3,4,2,5
1096,White Wine,Chardonnay,Lancashire Cheese,Chardonnay,68,654,426,31.6,21,1,8,3,0,3,4,2,5
1097,White Wine,Chardonnay,Saint-Felicien Cheese,Chardonnay,73,654,426,31.6,21,1,8,3,0,3,4,2,5
1098,White Wine,Chardonnay,Teleme Cheese,Chardonnay,75,654,426,31.6,21,1,8,3,0,3,4,2,5
1099,White Wine,Chardonnay,Vermont Shepherd Cheese,Chardonnay,77,301,517,28.3,132,2,29.2,3,0,3,4,2,5
1100,White Wine,"Burgundy, White",Poached Chicken,Chardonnay,85,887,450,38.4,76,1,18.5,3,0,3,4,2,5
